,all,BaoYan,CuKeng,FanFan,FuBuEr,MeiLuo,MeiYou,NanShi,QingShui,SongLuo,SanGuang,TianGou,TuChang
362,['Alpinia zerumbet'],0,1,0,0,0,0,1,0,0,0,0,1
363,['Diplazium viridissimum'],0,1,1,0,0,0,1,0,0,1,0,1
364,['Tetragnathidae'],0,1,1,0,0,0,1,0,0,0,0,0
365,['Rubus'],0,1,1,0,0,0,1,0,1,1,0,0
366,['Coccinelloidea'],0,1,0,0,0,0,0,0,0,0,0,0
367,['Maesa perlaria formosana'],0,1,1,0,0,0,1,1,1,1,1,1
368,['Ericaceae'],0,1,0,1,0,0,0,0,1,1,0,0
369,['Syzygium formosanum'],0,1,0,0,0,0,1,0,0,0,0,0
370,['Neoscona'],0,1,0,0,0,0,1,1,0,1,0,0
371,['Anabropsini'],0,1,0,0,0,0,0,0,0,0,0,0
372,['Physopelta quadriguttata'],0,0,1,0,0,0,1,0,0,1,0,1
373,['Zhangixalus moltrechti'],0,1,1,0,0,0,1,1,1,1,1,1
374,['Narosoideus flavidorsalis'],0,0,1,0,0,0,1,0,0,0,1,0
375,['Plestiodon elegans'],0,1,1,0,0,0,1,0,0,1,1,1
376,['Cichorieae'],0,1,0,0,0,0,1,1,0,1,0,0
377,['Apis cerana'],0,1,0,0,0,0,1,0,1,0,0,1
378,['Anax'],0,1,0,0,0,0,0,0,0,0,0,0
379,['Trapa natans'],0,1,0,0,0,0,0,0,0,0,0,0
380,['Parapodisma'],0,1,0,0,0,0,1,0,0,0,0,0
381,['Polyommatini'],0,1,0,0,0,0,1,0,0,0,1,0
382,['Eurema blanda'],0,1,0,0,0,0,1,1,0,0,0,0
383,['Brachydiplax chalybea flavovittata'],0,1,0,0,0,0,0,0,0,0,0,0
384,['Alcippe morrisonia'],0,1,1,0,0,0,1,0,1,1,1,0
385,['Sabia swinhoei'],0,1,0,0,0,0,1,0,0,0,0,0
386,['Crematogaster'],0,1,0,0,0,0,1,1,0,1,0,1
387,['Parantica aglea maghaba'],0,1,0,0,0,0,1,1,1,0,0,0
388,['Ictinogomphus rapax'],0,1,0,0,0,0,0,0,0,0,0,0
389,['Lygodium japonicum'],0,1,0,0,0,0,1,0,0,0,0,0
390,['Aves'],0,1,0,0,0,0,1,0,1,1,1,1
391,['Alsophila spinulosa'],0,1,1,0,0,0,1,1,1,1,1,1
392,['Orthetrum pruinosum neglectum'],0,1,0,0,0,0,1,1,0,1,0,0
393,['Athyma selenophora'],0,1,0,0,0,0,1,0,0,1,0,0
394,['Macroglossinae'],0,1,1,0,0,0,0,0,0,0,0,0
395,['Ypthima'],0,1,0,0,0,0,1,0,1,1,0,1
396,['Hypolimnas bolina kezia'],0,1,0,0,0,0,1,0,0,0,0,0
397,['Cyperaceae'],0,1,0,0,0,0,1,0,0,0,1,0
398,['Mallotus japonicus'],0,1,1,0,0,0,1,1,1,1,0,0
399,['Argynnis hyperbius'],0,1,1,0,0,0,1,0,0,0,0,0
400,['Polistes'],0,1,0,0,0,0,1,1,0,0,0,0
401,['Liriope'],0,0,0,0,0,0,1,0,0,1,0,0
402,['Ardisia violacea'],0,0,0,0,0,0,0,0,0,1,0,0
403,['Vespa basalis'],0,1,1,0,0,0,1,0,0,0,0,0
404,['Ceriagrion auranticum ryukyuanum'],0,1,0,0,0,0,0,0,0,0,0,0
405,['Ludwigia octovalvis'],0,1,0,0,0,0,1,0,0,0,0,0
406,['Drymaria cordata'],0,1,1,0,0,0,1,1,1,0,1,1
407,['Cyperus exaltatus'],0,1,0,0,0,0,0,0,0,0,0,0
408,['Cosmodela batesi'],0,1,1,0,0,0,1,0,0,1,0,1
409,['Equisetum ramosissimum'],0,1,1,1,0,0,0,1,1,0,1,1
410,['Hoya carnosa'],0,1,1,0,0,0,1,1,1,0,0,1
411,['Reynoutria multiflora'],0,1,1,0,0,0,1,1,1,1,1,0
412,['Pseudognaphalium affine'],0,1,1,0,0,0,1,1,1,1,1,0
413,['Rubus fraxinifolius'],0,1,0,1,0,0,1,0,1,1,1,1
414,['Dysphania ambrosioides'],0,1,0,1,0,0,0,0,0,0,0,0
415,['Athyma cama zoroastres'],0,1,0,0,0,0,1,0,1,1,0,0
416,['Hydrocotyle nepalensis'],0,1,1,0,0,0,1,0,0,1,1,1
417,['Thelypteridoideae'],0,1,1,0,0,0,1,1,0,0,0,0
418,['Kanoscarta kanoniella'],0,1,0,0,0,0,1,0,0,0,0,1
419,['Euphaea formosa'],0,1,0,0,0,0,1,1,1,1,0,1
420,['Calyptratae'],0,1,0,0,0,0,1,0,0,0,0,0
421,['Anas crecca'],0,1,1,0,0,0,1,1,0,0,0,0
422,['Amaurornis phoenicurus'],0,1,0,0,0,0,0,0,0,0,0,0
423,['Calanthe puberula'],0,0,0,1,0,1,1,0,0,1,0,0
424,['Illicium arborescens'],0,0,0,0,0,0,1,0,0,1,1,1
425,['Elaeocarpus japonicus'],0,1,1,1,0,0,1,0,1,1,0,0
426,['Sarcandra glabra'],0,1,1,1,0,0,1,0,0,1,0,0
427,['Persicaria pubescens'],0,1,1,0,0,0,1,0,0,1,0,0
428,['Ideopsis similis'],0,1,0,0,0,0,1,0,0,0,0,0
429,['Ceriagrion fallax'],0,1,1,0,0,0,1,0,1,0,0,0
430,['Pantala flavescens'],0,1,0,0,0,0,1,0,0,0,0,1
431,['Orthetrum sabina'],0,1,0,0,0,0,0,0,0,0,0,0
432,['Salticidae'],0,1,1,0,0,0,1,1,1,1,0,1
433,['Jamides alecto dromicus'],0,1,0,0,0,0,1,0,1,1,0,0
434,['Ricania sublimata'],0,1,0,0,0,0,1,0,1,1,0,0
435,['Tipulidae'],0,1,0,0,0,0,1,0,1,0,1,0
436,['Syrphidae'],0,1,0,0,0,0,1,0,0,1,0,1
437,['Cletus punctiger'],0,1,0,0,0,0,0,0,0,0,0,0
438,['Tetriginae'],0,1,0,0,0,0,0,0,0,0,0,0
439,['Pistia stratiotes'],0,1,0,0,0,0,1,0,0,0,0,0
440,['Hedychium coronarium'],0,1,0,0,0,0,1,0,1,0,0,0
441,['Ceratopteris thalictroides'],0,1,0,0,0,0,0,0,0,0,0,0
442,['Brachydiplax chalybea'],0,1,0,0,0,0,0,0,0,0,0,0
443,['Ischnura senegalensis'],0,1,0,0,0,0,0,0,0,0,0,1
444,['Acisoma panorpoides'],0,1,0,0,0,0,0,0,0,0,0,0
445,['Scleroderma citrinum'],0,0,0,0,0,0,0,0,0,0,0,1
446,['Entoloma murrayi'],0,0,0,0,0,0,0,0,0,0,0,1
447,['Laccaria laccata'],0,0,0,0,0,0,0,0,0,0,0,1
448,['Dianthus palinensis'],0,0,1,0,0,0,1,0,0,1,0,0
449,['Asarum ampulliflorum'],0,0,1,0,0,1,0,0,0,1,1,0
450,['Jasminum lanceolarium'],0,0,1,0,0,0,0,0,0,0,0,0
451,['Syntomoides imaon'],0,1,0,0,0,0,1,0,1,1,0,0
452,['Machilus zuihoensis'],0,1,1,0,0,0,1,0,1,1,0,0
453,['Vagitanus terminalis'],0,1,0,0,0,0,0,0,0,0,0,0
454,['Psolodesmus mandarinus mandarinus'],0,1,0,0,0,0,1,0,1,1,0,0
455,['Acer palmatum'],0,0,1,1,0,0,1,0,0,0,1,0
456,['Brassica oleracea acephala'],0,0,1,0,0,0,0,0,0,0,0,0
457,['Coleoptera'],0,1,1,0,0,0,1,1,1,1,0,1
458,['Graphium sarpedon'],0,1,0,0,0,0,1,0,1,1,0,1
459,['Popillia'],0,1,0,0,0,0,0,0,0,0,0,0
460,['Jamides alecto'],0,1,0,0,0,0,1,0,0,1,0,0
461,['Rhinolophus monoceros'],0,1,0,0,0,0,0,0,0,0,0,0
462,['Opogona nipponica'],0,1,0,0,0,0,0,0,0,0,0,0
463,['Syntomini'],0,1,0,0,0,0,1,0,0,1,0,1
464,['Bradybaena similaris'],0,1,0,0,0,0,1,0,0,0,0,0
465,['Takydromus'],0,1,0,0,0,0,1,0,1,0,0,0
466,['Lissachatina fulica'],0,1,0,0,0,0,1,1,1,1,0,0
467,['Gymnastes shirakii'],0,1,0,0,0,0,1,0,0,0,0,0
468,['Hasarius adansoni'],0,1,0,0,0,0,1,1,0,0,0,0
469,['Fungi'],0,1,1,1,0,1,1,1,1,1,1,1
470,['Euterpnosia'],0,0,1,0,0,0,0,0,0,0,1,0
471,['Actias ningpoana'],0,1,1,0,0,0,1,1,0,1,1,0
472,['Loepa formosensis'],0,1,1,0,0,0,1,1,0,1,1,1
473,['Mesastrape fulguraria'],0,0,1,0,0,0,0,0,0,1,0,0
474,['Amblychia angeronaria'],0,1,1,0,0,0,1,0,0,0,0,0
475,['Orthetrum glaucum'],0,1,1,0,0,0,1,0,0,1,0,1
476,['Rhipidolestes aculeatus'],0,1,0,0,0,0,1,0,1,1,1,0
477,['Psacothea hilaris'],0,1,0,0,0,0,1,1,0,1,0,0
478,['Tachybaptus ruficollis'],0,1,0,0,0,0,0,0,1,0,0,0
479,['Dicrurus aeneus'],0,1,0,0,0,0,1,1,1,0,0,0
480,['Pycnonotus sinensis'],0,1,0,0,0,0,1,1,1,1,0,0
481,['Dendrobium chameleon'],0,1,0,0,0,0,1,0,1,1,0,0
482,['Commelina diffusa'],0,1,0,0,0,0,1,1,0,0,0,0
483,['Diplopterygium glaucum'],0,0,1,0,0,0,1,0,0,1,1,1
484,['Plagiogyria glauca'],0,0,0,1,0,0,0,0,0,1,1,1
485,['Daphniphyllum macropodum'],0,0,0,0,0,0,0,0,0,0,0,1
486,['Quercus morii'],0,0,0,1,0,1,0,0,0,0,0,1
487,['Rhododendron latoucheae'],0,1,1,1,0,1,1,0,1,1,1,1
488,['Morus indica'],0,1,1,0,0,0,1,1,1,0,0,1
489,['Myrmarachnina'],0,1,0,0,0,0,0,0,0,0,0,0
490,['Leucauge celebesiana'],0,1,0,0,0,0,1,1,1,1,0,1
491,['Penthema formosanum'],0,1,0,0,0,0,1,0,0,1,0,0
492,['Cupha erymanthis'],0,1,0,0,0,0,0,0,0,1,0,0
493,['Ypthima baldus zodina'],0,0,0,0,0,0,1,0,0,1,0,1
494,['Daimio tethys moori'],0,0,0,0,0,0,1,0,0,1,0,0
495,['Discophora sondaica'],0,1,0,0,0,0,1,1,0,1,0,0
496,['Seseria formosana'],0,0,0,0,0,0,1,0,1,1,0,1
497,['Celastrina lavendularis himilcon'],0,1,0,0,0,0,1,0,0,1,0,1
498,['Eurema andersoni'],0,1,0,0,0,0,1,0,0,1,0,0
499,['Prosotas nora formosana'],0,1,0,0,0,0,1,0,1,1,1,0
500,['Rapala varuna formosana'],0,1,0,0,0,0,1,0,0,1,0,0
501,['Tongeia hainani'],0,0,0,0,0,0,0,0,0,1,0,0
502,['Lethe europa'],0,0,0,0,0,0,1,0,0,1,0,0
503,['Papilio memnon'],0,1,0,0,0,0,1,0,1,1,0,0
504,['Junonia iphita'],0,1,0,0,0,0,1,0,1,1,0,0
505,['Caltoris cahira austeni'],0,0,0,0,0,0,1,0,0,1,0,0
506,['Notocrypta curvifascia'],0,1,1,0,0,0,1,0,1,1,1,1
507,['Celaenorrhinus maculosa'],0,1,0,0,0,0,0,0,0,1,0,1
508,['Ichneumonidae'],0,1,1,0,0,0,1,0,1,1,0,0
509,['Poaceae'],0,1,0,0,0,0,1,1,1,1,0,0
510,['Selaginella involvens'],0,1,0,0,0,0,1,0,0,1,1,0
511,['Epicauta hirticornis'],0,1,0,0,0,0,1,0,0,1,0,0
512,['Insecta'],0,1,0,0,0,0,1,1,1,1,1,1
513,['Melanitis phedima polishana'],0,1,0,0,0,0,1,0,1,1,0,1
514,['Elymnias hypermnestra'],0,1,0,0,0,0,1,1,0,0,0,1
515,['Neptis hylas luculenta'],0,0,0,0,0,0,0,0,0,1,0,1
516,['Ypthima multistriata'],0,1,0,0,0,0,1,1,1,1,0,1
517,['Eurema blanda arsakia'],0,1,0,0,0,0,1,0,1,1,0,1
518,['Ruidocollaris truncato-lobata'],0,0,0,0,0,0,0,0,0,0,0,1
519,['Dennstaedtia scandens'],0,1,1,0,0,0,1,1,1,0,1,1
520,['Neptis'],0,0,0,0,0,0,1,0,0,1,0,1
521,['Aclees taiwanensis'],0,0,0,0,0,0,0,0,0,1,0,0
522,['Polydesmida'],0,1,1,0,0,0,1,1,1,1,0,0
523,['Lebeda nobilis'],0,1,0,0,0,0,1,0,1,1,0,1
524,['Sigmatoneura kolbei'],0,0,0,0,0,0,1,0,0,0,0,0
525,['Themus impressipennis'],0,0,0,0,0,0,1,0,0,0,0,0
526,['Antrophyum formosanum'],0,0,0,0,0,0,1,0,0,0,0,0
527,['Asplenium nidus'],0,1,1,0,0,0,1,1,1,1,0,1
528,['Tetrastigma obtectum glabrum'],0,1,1,0,0,0,1,0,1,0,0,1
529,['Urceola rosea'],0,0,0,0,0,0,1,0,0,0,0,0
530,['Hibiscus taiwanensis'],0,0,1,0,0,0,1,1,0,1,0,0
531,['Lampyridae'],0,1,0,0,0,0,1,0,0,1,0,0
532,['Hypolimnas bolina'],0,1,0,0,0,0,1,1,0,1,0,0
533,['Puhuaea sequax'],0,1,1,0,0,0,1,0,1,1,1,0
534,['Solanum torvum'],0,1,0,0,0,0,0,1,1,0,0,0
535,['Ampelopsis glandulosa'],0,1,1,0,0,0,1,1,0,0,0,1
536,['Brunia antica'],0,1,0,0,0,0,1,0,0,0,0,0
537,['Triumfetta pilosa'],0,1,0,0,0,0,0,0,0,0,0,0
538,['Boehmeria densiflora'],0,1,1,1,0,0,1,1,1,1,1,1
539,['Persicaria perfoliata'],0,1,0,0,0,1,0,0,0,0,0,0
540,['Ducetia japonica'],0,1,0,0,0,0,1,0,1,0,0,0
541,['Pilea melastomoides'],0,1,1,0,0,0,1,0,1,1,1,1
542,['Coccinellidae'],0,1,0,0,0,0,1,0,0,1,0,0
543,['Achyranthes longifolia'],0,1,0,0,0,0,1,0,0,0,0,0
544,['Cassida japana'],0,1,0,0,0,0,0,0,0,0,0,0
545,['Ichneumonoidea'],0,1,0,0,0,0,0,0,0,0,1,0
546,['Geometrinae'],0,1,1,0,0,0,0,1,0,0,0,0
547,['Bacchini'],0,1,0,0,0,0,0,0,0,0,0,0
548,['Alternanthera sessilis'],0,1,0,0,0,0,0,0,0,1,0,0
549,['Spermacoce latifolia'],0,1,0,0,0,0,0,1,0,0,0,0
550,['Cuphea hyssopifolia'],0,1,0,0,0,0,1,0,0,0,0,1
551,['Cuscuta campestris'],0,1,0,0,0,0,0,0,0,0,0,0
552,['Oxalis corniculata'],0,1,1,0,0,0,1,1,1,1,0,0
553,['Centella asiatica'],0,1,0,0,0,0,1,0,1,0,0,0
554,['Pilea microphylla'],0,1,1,0,0,0,1,0,1,1,0,0
555,['Pleroma semidecandrum'],0,1,0,0,0,0,1,0,0,0,0,0
556,['Eclipta prostrata'],0,1,0,0,0,0,0,0,0,0,0,0
557,['Justicia procumbens'],0,1,1,0,0,0,1,1,1,1,0,1
558,['Magnolia figo'],0,1,0,0,0,0,1,0,0,0,0,0
559,['Lasianthus attenuatus attenuatus'],0,1,1,0,0,0,1,0,1,0,0,0
560,['Pandion haliaetus'],0,1,0,0,0,0,0,0,0,0,0,0
561,['Ficus'],0,1,1,0,0,0,1,1,1,0,0,1
562,['Cryptomeria japonica'],0,1,1,0,0,0,1,0,1,1,1,1
563,['Wendlandia formosana'],0,1,1,0,0,0,1,0,1,0,0,1
564,['Tenodera'],0,1,0,0,0,0,1,0,0,1,0,0
565,['Acrididae'],0,1,1,0,0,0,1,0,1,1,1,1
566,['Galinsoga quadriradiata'],0,1,1,0,0,0,0,0,0,1,1,0
567,['Alternanthera philoxeroides'],0,1,0,0,0,0,1,0,0,0,0,0
568,['Phyllanthus urinaria'],0,1,0,0,0,0,1,0,0,0,0,0
569,['Helicoidea'],0,1,0,0,0,0,0,0,0,0,1,0
570,['Rorippa dubia'],0,1,0,0,0,0,0,0,0,0,0,0
571,['Sigesbeckia orientalis'],0,1,0,0,0,0,0,1,1,0,0,1
572,['Ricaniidae'],0,1,1,0,0,0,1,0,0,1,0,0
573,['Agaricomycetes'],0,1,1,1,0,1,1,0,1,1,1,1
574,['Impatiens balsamina'],0,1,0,0,0,0,0,0,0,0,0,0
575,['Ficus formosana'],0,1,1,0,0,0,1,0,1,0,0,0
576,['Sarcopyramis napalensis'],0,1,1,0,0,0,1,0,0,0,1,1
577,['Torenia concolor'],0,1,1,0,0,0,1,0,1,1,1,1
578,['Scopula propinquaria'],0,1,1,0,0,0,1,0,1,0,1,0
579,['Lasianthus fordii'],0,1,1,0,0,0,1,0,1,1,0,0
580,['Aeschynanthus acuminatus'],0,1,1,0,0,0,1,0,1,0,0,1
581,['Ypthima esakii'],0,1,0,0,0,0,0,0,0,1,0,0
582,['Lasianthus curtisii'],0,1,0,0,0,0,1,0,1,0,0,0
583,['Scolopendra mutilans'],0,1,0,0,0,0,1,0,1,1,1,0
584,['Carex baccans'],0,1,1,0,0,0,1,1,1,1,0,1
585,['Piper sintenense'],0,1,1,0,0,0,1,0,1,0,0,0
586,['Epilachna sauteri'],0,1,0,0,0,0,1,0,0,0,0,0
587,['Bonnaya ruelloides'],0,1,0,0,0,0,1,0,1,0,0,1
588,['Blechnum orientale'],0,1,1,0,0,0,1,1,1,1,1,1
589,['Causonis corniculata'],0,1,1,0,0,0,1,0,1,1,0,1
590,['Nacaduba kurava therasia'],0,1,0,0,0,0,1,0,0,1,0,0
591,['Pomatorhinus musicus'],0,1,0,0,0,0,1,0,1,0,1,0
592,['Coelophora saucia'],0,1,0,0,0,0,1,0,0,0,0,1
593,['Aglaia odorata'],0,1,0,0,0,0,0,0,0,0,0,0
594,['Galerucinae'],0,1,1,0,0,0,1,0,1,1,0,0
595,['Stephania japonica'],0,1,0,0,0,0,1,0,1,0,0,1
596,['Ardea cinerea'],0,1,0,0,0,0,1,0,0,0,0,0
597,['Vanessa cardui'],0,1,0,0,0,0,0,0,0,0,0,0
598,['Polygala paniculata'],0,1,1,0,0,0,0,1,1,0,0,0
599,['Urena lobata'],0,1,0,0,0,0,1,0,1,1,0,0
600,['Spoladea recurvalis'],0,1,1,0,0,0,0,0,0,0,0,0
601,['Xanthosoma sagittifolium'],0,1,1,0,0,0,1,0,0,0,0,0
602,['Gallerucida singularis'],0,1,0,0,0,0,1,0,1,1,0,0
603,['Micropezidae'],0,1,0,0,0,0,0,0,0,0,0,0
604,['Neopanorpa youngi'],0,1,0,0,0,0,1,0,0,0,0,0
605,['Conocephalus melaenus'],0,1,0,0,0,0,1,1,1,1,0,1
606,['Glochidion acuminatum'],0,1,1,0,0,0,1,0,1,0,0,1
607,['Lema'],0,1,0,0,0,0,0,0,0,0,0,0
608,['Hemipyxis'],0,1,1,0,0,0,1,0,0,1,0,0
609,['Bactrocera'],0,1,0,0,0,0,0,0,0,0,0,0
610,['Isoteinon lamprospilus'],0,1,0,0,0,0,1,1,1,1,0,0
611,['Isodontia'],0,1,0,0,0,0,0,0,0,0,0,0
612,['Elatostema lineolatum'],0,1,1,0,0,0,1,1,1,1,0,1
613,['Ptecticus australis'],0,1,0,0,0,0,0,0,0,0,0,0
614,['Papilio protenor'],0,1,1,0,0,0,1,0,0,1,0,1
615,['Oxyini'],0,1,0,0,0,0,1,0,0,0,0,0
616,['Persicaria dichotoma'],0,1,0,0,0,0,0,1,0,0,0,0
617,['Emilia praetermissa'],0,1,0,0,0,0,1,1,0,0,0,0
618,['Copera marginipes'],0,1,0,0,0,0,0,0,0,0,0,0
619,['Gargela renatusalis'],0,1,1,0,0,0,0,0,0,0,1,0
620,['Portia labiata'],0,1,0,0,0,0,1,0,1,0,0,0
621,['Angiopteris lygodiifolia'],0,1,1,0,0,0,1,0,1,0,0,1
622,['Scopula'],0,1,1,0,0,0,1,0,0,1,1,0
623,['Plexippina'],0,1,0,0,0,0,1,0,0,0,0,0
624,['Callopistria'],0,1,0,0,0,0,0,0,0,1,0,0
625,['Cladonia'],0,1,1,0,0,0,0,1,0,0,0,0
626,['Emilia javanica'],0,1,0,0,0,0,0,0,0,0,0,0
627,['Cyanthillium cinereum'],0,1,0,0,0,0,1,0,0,1,0,0
628,['Elasmucha lineata'],0,1,0,0,0,0,0,0,0,0,0,0
629,['Blastus cochinchinensis'],0,1,1,0,0,0,1,1,1,0,0,0
630,['Geisha distinctissima'],0,1,0,0,0,0,1,1,0,1,1,1
631,['Perilla frutescens'],0,1,0,0,0,0,0,0,1,1,0,0
632,['Platostoma palustre'],0,1,0,0,0,0,0,0,1,0,0,0
633,['Menida lata'],0,1,0,0,0,0,0,0,0,0,0,0
634,['Solanum americanum'],0,1,1,0,0,0,1,1,1,1,0,1
635,['Lithosiini'],0,1,0,0,0,0,1,0,0,1,0,0
636,['Callopistria japonibia'],0,1,0,0,0,0,0,0,0,0,0,0
637,['Apocrita'],0,1,0,0,0,0,0,0,0,0,0,1
638,['Choreutis basalis'],0,1,0,0,0,0,1,1,1,0,0,0
639,['Dacini'],0,1,0,0,0,0,0,0,0,0,0,0
640,['Mastira'],0,1,0,0,0,0,0,0,0,0,0,0
641,['Gallerucida'],0,1,0,0,0,0,0,0,0,0,0,0
642,['Chrysso scintillans'],0,1,0,0,0,0,0,0,0,0,0,0
643,['Epilachna'],0,1,0,0,0,0,1,0,1,0,0,0
644,['Musotima'],0,1,0,0,0,0,0,0,0,0,0,0
645,['Eysarcoris guttigerus'],0,1,0,0,0,0,1,0,0,0,0,0
646,['Coridius'],0,1,0,0,0,0,0,0,0,0,0,0
647,['Basidiomycota'],0,0,1,0,0,0,1,0,1,1,1,1
648,['Selaginella doederleinii'],0,1,1,0,0,0,1,0,1,1,0,1
649,['Polypodiidae'],0,1,1,1,0,0,1,0,1,0,0,0
650,['Deinagkistrodon acutus'],0,0,1,0,0,0,1,0,1,1,0,0
651,['Myrmeleontidae'],0,0,0,0,0,0,1,0,0,1,0,0
652,['Neuroptera'],0,0,1,0,0,0,1,1,0,1,0,0
653,['Asplenium pseudolaserpitiifolium'],0,1,1,0,0,0,1,0,1,0,0,1
654,['Asplenium ritoense'],0,0,1,0,0,0,1,0,0,0,0,0
655,['Crepidomanes minutum'],0,0,0,0,0,0,1,0,1,0,0,1
656,['Viola nagasawae'],0,1,0,0,0,0,1,0,0,1,1,0
657,['Hymenophyllum badium'],0,0,1,0,0,0,1,0,0,0,0,0
658,['Hymenasplenium'],0,0,0,0,0,0,1,0,0,0,0,0
659,['Diplazium doederleinii'],0,1,1,0,0,0,1,0,1,1,0,0
660,['Argiope perforata'],0,1,0,0,0,0,1,1,0,1,0,0
661,['Mycalesis francisca formosana'],0,1,0,0,0,0,1,0,0,1,0,0
662,['Asota heliconia zebrina'],0,1,0,0,0,0,1,0,0,0,0,1
663,['Tectaria'],0,0,0,0,0,0,1,0,0,0,0,0
664,['Cibotium cumingii'],0,0,1,0,0,0,1,0,0,0,0,0
665,['Chlorodontopera discospilata'],0,0,0,0,0,0,1,0,0,0,0,0
666,['Thereuopoda clunifera'],0,1,0,0,0,0,1,1,0,1,0,0
667,['Symplocos'],0,0,0,1,0,0,0,0,0,1,0,0
668,['Diplopterygium blotianum'],0,0,0,0,0,0,1,0,0,0,1,0
669,['Chieniopteris harlandii'],0,0,0,0,0,0,1,0,0,0,0,0
670,['Nephrolepis biserrata'],0,0,1,0,0,0,1,1,1,0,0,0
671,['Ceriagrion nipponicum'],0,1,0,0,0,0,0,0,0,0,0,0
672,['Turpinia'],0,0,1,0,0,0,1,0,1,0,0,1
673,['Castanopsis carlesii'],0,1,1,0,0,0,1,0,1,1,0,1
674,['Pyracantha fortuneana'],0,0,0,0,0,0,0,0,0,1,0,0
675,['Tricyrtis formosana formosana'],0,0,0,0,0,0,1,0,0,0,0,0
676,['Brugmansia'],0,1,0,0,0,0,1,0,0,0,0,1
677,['Blumea megacephala'],0,1,0,0,0,0,1,0,1,1,1,0
678,['Aster indicus'],0,0,0,0,0,0,1,0,0,0,0,0
679,['Oplismenus compositus'],0,0,1,0,0,0,1,0,1,1,0,0
680,['Orthoptera'],0,1,1,0,0,0,1,1,1,1,0,1
681,['Tricyrtis formosana'],0,1,1,0,0,0,1,0,0,1,1,0
682,['Selaginella delicatula'],0,1,1,0,0,0,1,0,1,1,0,1
683,['Impatiens walleriana'],0,1,1,0,0,0,1,1,1,0,0,1
684,['Dumortiera hirsuta'],0,0,0,0,0,0,1,0,0,0,0,0
685,['Bryopsida'],0,1,1,0,0,1,1,1,1,1,1,1
686,['Plantae'],0,1,1,1,0,0,1,1,1,1,1,1
687,['Celaenorrhinus oscula major'],0,0,0,0,0,0,0,0,0,1,0,0
688,['Halpe gamma'],0,0,0,0,0,0,0,0,0,1,0,0
689,['Eurema'],0,1,0,0,0,0,1,0,1,1,0,0
690,['Ochlodes bouddha'],0,0,0,0,0,0,0,0,0,1,0,0
691,['Phanera championii'],0,1,1,0,0,0,1,0,1,1,0,0
692,['Rubioideae'],0,0,0,0,0,0,1,0,0,0,0,0
693,['Myriactis humilis'],0,0,0,0,0,0,0,0,0,0,1,0
694,['Oudemansiella mucida'],0,0,0,0,0,0,0,0,0,0,0,1
695,['Liliopsida'],0,1,1,0,0,0,1,1,0,0,0,0
696,['Cinclus pallasii'],0,0,1,0,0,0,1,0,0,0,0,0
697,['Chordata'],0,0,0,0,0,0,1,0,0,0,0,0
698,['Phoenicurus fuliginosus'],0,1,1,0,0,0,1,0,1,1,0,1
699,['Procris laevigata'],0,1,1,0,0,0,1,0,1,0,0,0
700,['Cerura'],0,0,0,0,0,0,1,0,0,0,0,0
701,['Trichosanthes cucumeroides'],0,1,0,1,0,0,1,0,0,1,0,0
702,['Impatiens'],0,0,0,0,0,0,1,0,0,0,1,0
703,['Animalia'],0,1,1,0,0,0,1,0,0,0,0,1
704,['Geastraceae'],0,0,1,0,0,0,0,0,0,0,0,0
705,['Luffa aegyptiaca'],0,1,0,0,0,0,0,0,0,0,0,0
706,['Syzygium samarangense'],0,1,0,0,0,0,1,0,0,0,0,0
707,['Crematogaster rogenhoferi'],0,1,0,0,0,0,1,0,0,0,0,1
708,['Camellia'],0,1,1,0,0,0,1,0,0,1,0,0
709,['Favolus'],0,1,0,0,0,0,1,0,0,0,0,0
710,['Senna alata'],0,0,0,0,0,0,0,0,0,0,1,0
711,['Chamaecyparis formosensis'],0,1,1,1,0,1,1,1,0,1,1,1
712,['Diplazium laxifrons'],0,1,1,0,0,0,1,0,1,1,1,1
713,['Dryopteris sparsa'],0,1,0,0,0,0,1,0,1,0,1,0
714,['Impatiens uniflora'],0,0,1,0,0,0,0,0,0,0,1,0
715,['Reynoutria japonica'],0,0,0,0,0,0,0,0,0,0,1,0
716,['Gaultheria leucocarpa cumingiana'],0,0,1,0,0,0,0,0,0,1,1,0
717,['Polypodiopsida'],0,1,1,0,0,0,1,1,1,1,1,1
718,['Fagus hayatae'],0,0,0,0,0,0,0,0,0,1,1,1
719,['Atrichum'],0,1,0,0,0,0,0,0,0,0,1,0
720,['Pezizomycotina'],0,0,0,0,0,0,0,1,0,0,1,0
721,['Lepidozia'],0,0,0,0,0,0,0,0,0,0,1,0
722,['Selaginella remotifolia'],0,1,1,1,0,0,1,0,0,1,1,1
723,['Neolitsea acuminatissima'],0,0,0,1,0,1,0,0,0,0,1,0
724,['Ascomycota'],0,0,0,0,0,1,0,0,0,0,1,0
725,['Cunninghamia lanceolata'],0,1,0,0,0,0,0,0,1,0,1,1
726,['Rubus buergeri'],0,1,1,0,0,0,1,0,1,1,1,0
727,['Sarasaeschna tsaopiensis'],0,1,0,0,0,0,0,0,0,0,0,0
728,['Scutellerini'],0,0,0,0,0,0,1,0,0,0,0,0
729,['Ardisia elliptica'],0,0,0,0,0,0,1,0,0,0,0,0
730,['Psolodesmus mandarinus'],0,1,1,0,0,0,1,0,1,1,1,0
